Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Document Year,Age Group
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5.md,OlmOCRv2,0.07044,0.140436,6,153,9,0,29,29,2385,413,0.729064,203,55,0.606061,33,13,0,3,3,0,1646,1625-1649
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1.md,DeepSeek,0.105609,0.140575,1,162,14,3,23,18,1676,313,0.771242,153,35,0.742857,70,18,0.333333,3,2,0,1717,1700-1724
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7.md",OlmOCRv1,0.083483,0.141104,10,213,9,1,41,27,2779,489,0.773381,278,63,0.764706,136,32,0.826087,23,4,0,1698,1675-1699
Anonymous - 1700 - The English acquisitions in Guinea and East-India_page_50_page_001.md,Kraken,0.05455,0.141678,136,10,68,32,6,65,3923,727,0.724242,330,91,0.634921,63,23,-4,2,10,0,1700,1700-1724
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45.md,DeepSeek,0.037903,0.142012,14,22,71,5,3,64,2823,507,0.715517,232,66,0.815534,103,19,0.833333,6,1,0,1691,1675-1699
Burroughs - 1659 - Rich Newes from Jamaica_page_4.md,OlmOCRv2,0.069513,0.143678,5,38,27,2,9,14,1007,174,0.769231,91,21,0.666667,33,11,0,1,1,0,1659,1650-1674
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53.md",OlmOCRv1,0.066362,0.144068,5,205,51,2,35,65,3933,708,0.76808,401,93,0.779528,127,28,-3,4,16,0,1675,1675-1699
Child - 1690 - A discourse about trade_page_175.md,DeepSeek,0.041964,0.145,5,22,20,0,8,21,1120,200,0.703297,91,27,0.666667,42,14,0.8,5,1,0,1690,1675-1699
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74_page_001.md,Kraken,0.040191,0.145833,16,9,34,1,4,37,1468,288,0.711111,135,39,0,4,4,-2,1,3,0,1768,1750-1774
Anonymous - 1757 - The Jamaica Association Develop'd_page_14.md,OlmOCRv2,0.025487,0.146667,0,33,1,0,18,15,1334,225,0.752381,105,26,0.784314,51,11,0,1,1,0,1757,1750-1774
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2_page_001.md",Kraken,0.027503,0.148148,8,7,49,3,2,55,2327,405,0.738532,218,57,0.794393,107,22,-1,1,2,0,1660,1650-1674
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26_page_001.md",Kraken,0.06846,0.148148,60,74,34,11,16,41,2454,459,0.699029,206,62,0.727273,22,6,0.5,4,2,0,1653,1650-1674
"Anonymous - 1793 - Memoir, on the sugar-trade of the British colonies_page_1_page_001.md",EasyOCR,0.082895,0.150376,30,26,7,7,4,9,760,133,0.8125,64,12,0.714286,7,2,1,1,0,0,1793,1775-1799
Anonymous - 1677 - The Case of His Majesties Plantations_page_3.md,DeepSeek,0.030796,0.151125,0,21,32,0,10,37,1721,311,0.716129,155,44,0.807692,78,15,0.833333,6,1,0,1677,1675-1699
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112_page_001.md,Kraken,0.033333,0.151163,8,5,18,1,4,21,930,172,0.744186,86,22,0.78125,32,7,1,1,0,0,1684,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28.md,DeepSeek,0.056471,0.151786,9,33,30,2,7,25,1275,224,0.713043,115,33,0.75,56,14,0,2,2,0,1705,1700-1724
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5.md,OlmOCRv1,0.071279,0.152542,5,156,9,0,30,33,2385,413,0.714286,203,58,0.606061,33,13,0,3,3,0,1646,1625-1649
Anonymous - 1726 - The State of the Island of Jamaica_page_41.md,OlmOCRv2,0.087569,0.153846,0,127,16,0,29,15,1633,286,0.797386,153,31,0.884615,78,9,0.25,4,3,0,1726,1725-1749
Anonymous - 1682 - A letter from Jamaica to a friend in London concerning kid-napping_page_1_page_001.md,Kraken,0.113274,0.154206,74,65,245,34,31,34,3390,642,0.733553,304,81,0.64557,158,56,0.714286,14,4,0,1682,1675-1699
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106.md",OlmOCRv1,0.100784,0.15534,1,170,9,0,33,15,1786,309,0.740741,162,42,0.608696,46,18,0.5,6,3,0,1687,1675-1699
Banks - 1699 - The unhappy favourite_page_37.md,DeepSeek,0.043842,0.15641,13,18,58,3,6,52,2030,390,0.725389,193,53,0.777778,81,18,0,1,1,0,1699,1675-1699
Ogilby - 1671 - America_page_399.md,DeepSeek,0.057756,0.157767,7,92,41,3,17,45,2424,412,0.726457,223,61,0.685714,70,22,0.666667,3,1,0,1671,1650-1674
Purchas - 1614 - Purchas his pilgrimage_page_484.md,OlmOCRv2,0.073347,0.157957,17,273,65,0,55,78,4840,842,0.718894,434,122,0.571429,77,33,0.125,8,7,0,1614,1600-1624
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1_page_001.md",Kraken,0.030324,0.158996,9,9,68,1,6,69,2836,478,0.702222,225,67,0.666667,6,2,0.5,4,2,0,1774,1750-1774
Hamilton - 1718 - An answer to an Anonymous Libel_page_48_page_001.md,Tesseract,0.033051,0.16055,3,3,33,0,3,32,1180,218,0.659574,94,32,0.690476,42,13,0,1,1,0,1718,1700-1724
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1.md",DeepSeek,0.038434,0.161088,12,59,38,8,18,51,2836,478,0.693333,225,69,0.333333,6,4,0.5,4,2,0,1774,1750-1774
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8.md,OlmOCRv1,0.104289,0.161435,11,143,77,0,25,47,2215,446,0.72973,222,60,0.526316,76,36,-1,1,2,0,1675,1675-1699
"Anonymous - 1712 - Some considerations humbly offered, against Granting the Sole TRade to Guiny from cape blanco to cape lopez_page_1_page_001.md",Kraken,0.039398,0.16311,20,14,110,3,7,97,3655,656,0.673333,300,98,0.75,172,43,0.5,6,3,0,1712,1700-1724
Moseley and Moseley - 1799 - A treatise on sugar_page_103.md,DeepSeek,0.037071,0.163158,1,17,22,0,8,23,1079,190,0.763158,114,27,0.785714,14,3,0.8,5,1,0,1799,1775-1799
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8.md,OlmOCRv2,0.105192,0.163677,23,154,56,2,26,45,2215,446,0.716216,222,63,0.486842,76,39,0,1,1,0,1675,1675-1699
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73.md",OlmOCRv2,0.095678,0.164021,3,175,19,1,26,35,2059,378,0.754545,220,54,0.5,36,18,0,3,3,0,1621,1600-1624
Norwood - 1753 - An account of some particulars_page_1.md,DeepSeek,0.044559,0.164678,12,29,63,8,5,56,2334,419,0.70892,213,62,0.675,40,13,0.818182,11,2,0,1753,1750-1774
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12.md,DeepSeek,0.068065,0.164767,30,194,133,7,27,125,5245,965,0.692149,484,149,0.718367,245,69,0.444444,9,5,0,1685,1675-1699
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32.md,DeepSeek,0.048092,0.165975,4,58,1,0,30,10,1310,241,0.87931,116,14,0.857143,28,4,0.833333,12,2,0,1789,1775-1799
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3_page_001.md",Kraken,0.077336,0.166168,119,115,54,20,23,68,3724,668,0.720721,333,93,0.606061,99,39,0.333333,3,2,0,1643,1625-1649
Burroughs - 1659 - Rich Newes from Jamaica_page_4.md,DeepSeek,0.118173,0.166667,0,87,32,0,10,19,1007,174,0.725275,91,25,0.666667,33,11,0,1,1,0,1659,1650-1674
Ligon - 1657 - A True and Exact history of the island of barbados_page_47.md,DeepSeek,0.056889,0.167457,21,120,51,5,22,79,3375,633,0.683849,291,92,0.518519,54,26,0.5,2,1,0,1657,1650-1674
"Anonymous - 1712 - Some considerations humbly offered, against Granting the Sole TRade to Guiny from cape blanco to cape lopez_page_1.md",DeepSeek,0.069494,0.167683,5,162,87,4,29,77,3655,656,0.68,300,96,0.697674,172,52,0.5,6,3,0,1712,1700-1724
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97_page_001.md",Kraken,0.035679,0.168317,6,10,56,1,8,59,2018,404,0.68254,189,60,0.458333,24,13,1,3,0,0,1656,1650-1674
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28.md",DeepSeek,0.045082,0.169173,3,18,45,0,5,40,1464,266,0.684615,130,41,0.72549,51,14,0,1,1,0,1750,1750-1774
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41_page_001.md",Kraken,0.039705,0.171053,17,28,41,3,11,51,2166,380,0.75,228,57,0.710526,38,11,0.2,5,4,0,1612,1600-1624
F. M. - 1634 - Wits Common Wealth The Second Part_page_198.md,OlmOCRv1,0.111111,0.171348,0,206,11,0,44,17,1953,356,0.710526,190,55,0.45,40,22,0.25,8,6,0,1634,1625-1649
F. M. - 1634 - Wits Common Wealth The Second Part_page_198.md,OlmOCRv2,0.100358,0.171348,1,188,7,0,41,20,1953,356,0.705263,190,56,0.45,40,22,0.375,8,5,0,1634,1625-1649
Anonymous - 1732 - Some considerations touching the sugar colonies_page_1_page_001.md,Tesseract,0.038674,0.172872,23,8,46,10,6,49,1991,376,0.740113,177,46,0.826667,75,13,0,3,3,0,1732,1725-1749
"Anonymous - 1695 - Reasons humbly offer'd, why a duty should not be laid on sugars_page_2.md",DeepSeek,0.062415,0.174515,11,192,164,4,35,150,5880,1083,0.645161,496,176,0.646809,235,83,0.333333,6,4,0,1695,1675-1699
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53_page_001.md",Kraken,0.081871,0.176554,119,123,80,19,23,83,3933,708,0.72818,401,109,0.692913,127,39,-4,4,20,0,1675,1675-1699
Anonymous - 1721 - The unhappy voyage_page_1.md,DeepSeek,0.075019,0.179381,90,165,145,15,20,139,5332,970,0.68677,514,161,0.748227,282,71,0.6,5,2,0,1721,1700-1724
Gadbury - 1672 - The Jamaica Almanack_page_4.md,DeepSeek,0.080563,0.179747,35,71,83,14,7,50,2346,395,0.704762,210,62,0.614679,109,42,0.833333,6,1,0,1672,1650-1674
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3.md,OlmOCRv1,0.065722,0.179775,1,41,9,0,8,8,776,89,0.816092,87,16,0.791667,24,5,0.5,2,1,0,1777,1775-1799
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25_page_001.md,Tesseract,0.039514,0.180258,2,3,47,0,3,39,1316,233,0.648649,111,39,0.787234,47,10,1,3,0,0,1740,1725-1749
Woods - 1784 - Thoughts on the slavery of the negroes_page_1_page_001.md,Tesseract,0.034714,0.180645,2,0,29,1,1,26,893,155,0.682927,82,26,1,3,0,1,1,0,0,1784,1775-1799
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102.md",OlmOCRv1,0.150413,0.181009,2,268,3,0,49,12,1815,337,0.730769,182,49,0.632911,79,29,0.444444,9,5,0,1675,1675-1699
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230_page_001.md,EasyOCR,0.12208,0.181818,76,75,11,16,12,16,1327,242,0.708333,120,35,0.666667,6,2,0.888889,9,1,0,1803,1800-1824
Cotton - 1614 - Gods promise to his plantation_page_14.md,DeepSeek,0.052452,0.182156,21,32,24,9,5,35,1468,269,0.680851,141,45,0.6,25,10,0.625,8,3,0,1614,1600-1624
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1_page_001.md,Tesseract,0.051988,0.182692,12,6,67,2,2,53,1635,312,0.630137,146,54,0.771429,70,16,1,5,0,0,1775,1775-1799
Purchas - 1614 - Purchas his pilgrimage_page_484.md,OlmOCRv1,0.085331,0.182898,17,321,75,1,63,90,4840,842,0.682028,434,138,0.545455,77,35,0,8,8,0,1614,1600-1624
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118.md",OlmOCRv1,0.127206,0.183236,345,348,35,52,82,54,5723,1026,0.736419,497,131,0.784512,297,64,0,2,2,0,1743,1725-1749
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_page_7.md",DeepSeek,0.045539,0.184035,19,5,98,0,0,83,2679,451,0.640693,231,83,0.735714,140,37,1,1,0,0,1768,1750-1774
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105.md",DeepSeek,0.049512,0.184502,2,22,47,2,4,44,1434,271,0.756345,197,48,0.636364,11,4,0.5,2,1,0,1662,1650-1674
Anonymous - 1792 - Bristol an abstract of the city charter_page_32_page_001.md,Tesseract,0.046468,0.18593,8,1,41,2,1,34,1076,199,0.652174,92,32,0.714286,28,8,0,1,1,0,1792,1775-1799
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41.md",OlmOCRv1,0.087258,0.186842,6,162,21,1,34,36,2166,380,0.70614,228,67,0.631579,38,14,0.2,5,4,0,1612,1600-1624
Woods - 1784 - Thoughts on the slavery of the negroes_page_1.md,DeepSeek,0.047032,0.187097,1,14,27,0,3,26,893,155,0.670732,82,27,1,3,0,1,1,0,0,1784,1775-1799
Anonymous - 1700 - An enquiry into the causes of the miscarriage of the scots colony at darien_page_31_page_001.md,Kraken,0.042128,0.187592,29,29,98,6,11,110,3703,677,0.658228,316,108,0.742647,136,35,0.705882,17,5,0,1700,1700-1724
Anonymous - 1803 - Practical Rules for the management and medical treatment of negro slaves in the sugar colonies_page_243_page_001.md,EasyOCR,0.080633,0.188596,40,48,19,5,9,29,1327,228,0.726415,106,29,0.5,2,1,1,1,0,0,1803,1800-1824
Anonymous - 1752 - The art of making sugar_page_1.md,DeepSeek,0.055263,0.188596,18,54,75,6,9,71,2660,456,0.672199,241,79,0.571429,14,6,0.666667,3,1,0,1752,1750-1774
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41.md",OlmOCRv2,0.098338,0.189474,4,189,20,0,38,34,2166,380,0.70614,228,67,0.578947,38,16,0.2,5,4,0,1612,1600-1624
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102_page_001.md",Kraken,0.050138,0.189911,20,20,51,3,9,52,1815,337,0.686813,182,57,0.670886,79,26,0.555556,9,4,0,1675,1675-1699
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118_page_001.md",Kraken,0.125459,0.190058,423,268,27,91,60,44,5723,1026,0.732394,497,133,0.734007,297,79,-1.5,2,5,0,1743,1725-1749
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97.md",DeepSeek,0.091675,0.190594,4,123,58,0,19,58,2018,404,0.634921,189,69,0.416667,24,14,0.666667,3,1,0,1656,1650-1674
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3.md,OlmOCRv2,0.072165,0.191011,0,41,15,0,8,9,776,89,0.804598,87,17,0.833333,24,4,0.5,2,1,0,1777,1775-1799
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211_page_001.md",Tesseract,0.038089,0.191176,2,3,54,1,0,51,1549,272,0.592,125,51,0.769231,13,3,1,2,0,0,1798,1775-1799
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2.md",DeepSeek,0.104856,0.192593,2,179,63,0,29,49,2327,405,0.678899,218,70,0.570093,107,46,0,1,1,0,1660,1650-1674
Anonymous - 1704 - Female Policy Detected_page_73_page_001.md,Kraken,0.040541,0.193103,9,4,47,5,1,50,1480,290,0.628571,140,52,0.719298,57,16,0,1,1,0,1704,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211.md,DeepSeek,0.061747,0.194611,13,67,43,7,11,47,1992,334,0.67033,182,60,0.73494,83,22,0,1,1,0,1750,1750-1774
Gadbury - 1672 - The Jamaica Almanack_page_4_page_001.md,Kraken,0.068201,0.194937,87,1,72,29,1,47,2346,395,0.695238,210,64,0.798165,109,22,0.666667,6,2,0,1672,1650-1674
Child - 1690 - A discourse about trade_page_175_page_001.md,Kraken,0.042857,0.195,6,3,39,1,1,37,1120,200,0.582418,91,38,0.619048,42,16,0.8,5,1,0,1690,1675-1699
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32.md,OlmOCRv1,0.062595,0.195021,4,78,0,0,38,9,1310,241,0.87931,116,14,0.857143,28,4,0.75,12,3,0,1789,1775-1799
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182.md",OlmOCRv2,0.039339,0.195021,0,23,27,0,16,31,1271,241,0.803191,188,37,0.897436,78,8,0.966102,59,2,0,1774,1750-1774
Anonymous - 1682 - A letter from Jamaica to a friend in London concerning kid-napping_page_1.md,OlmOCRv2,0.147198,0.199377,212,56,231,2,20,106,3390,642,0.598684,304,122,0.626582,158,59,0.785714,14,3,0,1682,1675-1699
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5.md,DeepSeek,0.08805,0.200969,7,155,48,1,27,55,2385,413,0.62069,203,77,0.515152,33,16,0.333333,3,2,0,1646,1625-1649
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64.md,DeepSeek,0.059069,0.203008,0,30,55,0,14,40,1439,266,0.601626,123,49,0.714286,14,4,0,2,2,0,1766,1750-1774
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3.md",DeepSeek,0.073845,0.203593,12,138,125,1,24,111,3724,668,0.618619,333,127,0.686869,99,31,0.666667,3,1,0,1643,1625-1649
"Anonymous - 1693 - The truest and largest account of the late earthquake in Jamaica, June the 7th. 1692. written by a r_page_10.md",OlmOCRv1,0.089472,0.204196,5,317,12,0,115,31,3733,715,0.771704,311,71,0.798165,109,22,0.555556,9,4,0,1693,1675-1699
Anonymous - 1700 - The English acquisitions in Guinea and East-India_page_50.md,DeepSeek,0.048177,0.204952,12,50,127,5,22,122,3923,727,0.590909,330,135,0.634921,63,23,0.5,2,1,0,1700,1700-1724
Priestley - 1788 - A sermon on the subject of the slave trade_page_29_page_001.md,Tesseract,0.03662,0.205405,3,1,35,0,2,36,1065,185,0.617021,94,36,0.571429,7,3,1,1,0,0,1788,1775-1799
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250.md",OlmOCRv1,0.113683,0.208679,37,872,142,4,156,167,9245,1567,0.704319,903,267,0.682692,416,132,0.625,16,6,0,1633,1625-1649
Anonymous - 1676 - Wonderful news from Bristol_page_5_page_001.md,Kraken,0.048658,0.208889,4,8,46,2,3,42,1192,225,0.577982,109,46,0.740741,27,7,0,1,1,0,1676,1675-1699
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51.md",DeepSeek,0.0908,0.210762,2,183,42,0,38,56,2500,446,0.598131,214,86,0.575,80,34,0,3,3,0,1695,1675-1699
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47_page_001.md",Tesseract,0.056433,0.212,23,7,45,7,3,43,1329,250,0.559633,109,48,0.666667,39,13,1,2,0,0,1736,1725-1749
"Anonymous - 1693 - The truest and largest account of the late earthquake in Jamaica, June the 7th. 1692. written by a r_page_10.md",OlmOCRv2,0.090008,0.212587,5,318,13,0,116,36,3733,715,0.755627,311,76,0.761468,109,26,0.555556,9,4,0,1693,1675-1699
Anonymous - 1792 - Plain man's thoughts on the present price of sugar_page_15_page_001.md,Tesseract,0.051128,0.213043,5,15,48,0,4,45,1330,230,0.585586,111,46,0.666667,9,3,0,2,2,0,1792,1775-1799
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74.md,DeepSeek,0.062452,0.213439,49,14,19,0,7,47,1313,253,0.601562,128,51,0.5,62,31,1,5,0,0,1766,1750-1774
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105.md",OlmOCRv1,0.11576,0.214022,5,152,9,0,37,21,1434,271,0.730964,197,53,0.727273,11,3,0,2,2,0,1662,1650-1674
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182.md",OlmOCRv1,0.049567,0.215768,1,32,30,0,19,33,1271,241,0.776596,188,42,0.897436,78,8,0.898305,59,6,0,1774,1750-1774
Anonymous - 1682 - A letter from Jamaica to a friend in London concerning kid-napping_page_1.md,OlmOCRv1,0.109145,0.216511,158,64,148,35,9,95,3390,642,0.674342,304,99,0.683544,158,50,1,14,0,0,1682,1675-1699
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1_page_001.md,Kraken,0.117999,0.21671,101,127,48,19,26,38,2339,383,0.635,200,73,0.678571,140,45,0.2,10,8,0,1710,1700-1724
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101.md,OlmOCRv1,0.104338,0.216981,4,150,36,0,34,35,1821,318,0.622857,175,66,0.6,65,26,0,3,3,0,1658,1650-1674
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105.md",OlmOCRv2,0.117852,0.217712,7,151,11,1,36,22,1434,271,0.725888,197,54,0.727273,11,3,0,2,2,0,1662,1650-1674
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1_page_001.md,Tesseract,0.052159,0.219321,26,5,91,11,2,71,2339,383,0.62,200,76,0.7,140,42,0.5,10,5,0,1710,1700-1724
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21_page_001.md,Tesseract,0.040218,0.220532,5,2,52,3,1,54,1467,263,0.566667,120,52,0.607143,56,22,1,1,0,0,1739,1725-1749
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21.md,DeepSeek,0.044308,0.220532,9,22,34,9,6,43,1467,263,0.575,120,51,0.5,56,28,0,1,1,0,1739,1725-1749
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1_page_001.md,Tesseract,0.045426,0.224561,8,6,58,4,1,59,1585,285,0.631902,163,60,0.649123,57,20,0.842105,19,3,0,1764,1750-1774
Anonymous - 1721 - The unhappy voyage_page_1.md,OlmOCRv1,0.136347,0.224742,148,235,344,22,36,160,5332,970,0.68677,514,161,0.641844,282,101,0.4,5,3,0,1721,1700-1724
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101.md,OlmOCRv2,0.125206,0.226415,9,203,16,0,41,31,1821,318,0.622857,175,66,0.584615,65,27,0,3,3,0,1658,1650-1674
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1.md,DeepSeek,0.046154,0.228723,6,24,18,3,11,29,1040,188,0.638298,94,34,1,8,0,0.8,5,1,0,1792,1775-1799
Anonymous - 1690 - The compleat English and French cook describing the best and newest ways of ordering and dressing al_page_122.md,DeepSeek,0.111111,0.228916,16,153,75,4,25,66,2196,415,0.628319,226,84,0.648649,74,26,0,3,3,0,1690,1675-1699
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74_page_001.md,Tesseract,0.053313,0.229249,16,5,49,8,5,45,1313,253,0.640625,128,46,0.693548,62,19,0.8,5,1,0,1766,1750-1774
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1.md,DeepSeek,0.105601,0.229765,12,181,54,5,37,46,2339,383,0.6,200,80,0.621429,140,53,0.3,10,7,0,1710,1700-1724
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7.md",DeepSeek,0.086362,0.231084,14,144,82,3,30,80,2779,489,0.618705,278,106,0.661765,136,46,0.869565,23,3,0,1698,1675-1699
Hickeringill - 1705 - Jamaica Viewed_page_28_page_001.md,Kraken,0.062745,0.232143,13,6,61,5,3,44,1275,224,0.591304,115,47,0.607143,56,22,0.5,2,1,0,1705,1700-1724
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1.md,OlmOCRv1,0.136383,0.232376,84,181,54,13,35,41,2339,383,0.675,200,65,0.671429,140,46,0.2,10,8,0,1710,1700-1724
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53.md",DeepSeek,0.076786,0.233051,12,158,132,3,28,134,3933,708,0.620948,401,152,0.622047,127,48,-3,4,16,0,1675,1675-1699
Anonymous - 1682 - A letter from Jamaica to a friend in London concerning kid-napping_page_1.md,DeepSeek,0.135988,0.233645,42,112,307,3,14,133,3390,642,0.572368,304,130,0.506329,158,78,0.928571,14,1,0,1682,1675-1699
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1_page_001.md,Tesseract,0.053846,0.234043,9,11,36,4,3,37,1040,188,0.606383,94,37,0.875,8,1,0.6,5,2,0,1792,1775-1799
"Anonymous and Company - 1691 - A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th_page_9_page_001.md",Tesseract,0.055287,0.235839,63,52,194,26,12,191,5589,971,0.589404,453,186,0.714953,214,61,-0.333333,3,4,0,1691,1675-1699
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22.md",OlmOCRv2,0.133988,0.236957,6,306,29,0,64,45,2545,460,0.603376,237,94,0.419355,31,18,0,9,9,0,1620,1600-1624
Anonymous - 1721 - The unhappy voyage_page_1.md,OlmOCRv2,0.150975,0.239175,165,226,414,24,30,178,5332,970,0.671206,514,169,0.652482,282,98,0.4,5,3,0,1721,1700-1724
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_page_7_page_001.md",Tesseract,0.048899,0.243902,15,6,110,3,3,104,2679,451,0.545455,231,105,0.678571,140,45,0,1,1,0,1768,1750-1774
Woods - 1784 - Thoughts on the slavery of the negroes_page_1_page_001.md,EasyOCR,0.087346,0.245161,22,24,32,4,5,29,893,155,0.597561,82,33,0.333333,3,2,-1,1,2,0,1784,1775-1799
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22.md",OlmOCRv1,0.136739,0.245652,9,311,28,0,64,49,2545,460,0.586498,237,98,0.290323,31,22,0,9,9,0,1620,1600-1624
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26.md",DeepSeek,0.099022,0.246187,8,184,51,3,36,74,2454,459,0.543689,206,94,0.181818,22,18,0.25,4,3,0,1653,1650-1674
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106.md",DeepSeek,0.12598,0.249191,5,154,66,1,24,52,1786,309,0.561728,162,71,0.543478,46,21,0.5,6,3,0,1687,1675-1699
